ID,Company,Count,Address,City,County,State,Zip,Manager,"Recent Activity"
156111,"Helt Design",1,"6405 Wilkinson Blvd",Belmont,"Gaston County",NC,28012,"Mike Kennedy",2022-10-12T19:48:15+00:00
23936,"Cox Schepp Construction Inc.",1,"2410 Dunavant Street",Charlotte,"Mecklenburg County",NC,28203,"Jacob Withers",2022-10-12T18:49:59+00:00
213171,T3FMS,1,"150 W 8th Ave",Gastonia,"Gaston County",NC,28052,"Mike Kennedy",2022-10-12T16:39:47+00:00
213168,"CA Foy",1,"265 Kings Rd","Kings Mountain","Gaston County",NC,28086,"Mike Kennedy",2022-10-12T16:37:34+00:00
213160,"Foust Textiles",1,"608 Canterbury Rd","Kings Mountain","Gaston County",NC,28086,"Mike Kennedy",2022-10-12T16:34:42+00:00
177155,"Kirkland General Contractor",2,"4140 Mendenhall Oaks Pkwy","High Point","Guilford County",NC,27265,"Mike Pienkosz",2022-10-12T14:24:36+00:00
213069,"Kelly Kendrick",1,"100 Whiterock Dr","Mt Holly","Gaston County",NC,28120,"Mike Kennedy",2022-10-11T15:37:09+00:00
177885,"Sunnex Group",1,"8001 Tower Point Dr",Charlotte,"Mecklenburg County",NC,28227,"Mike Kennedy",2022-10-10T18:08:17+00:00
24107,"Hemby Wood Llc C/o Commercial Properties, Inc.",1,"1004 Wake Forest Road",Raleigh,"Wake County",NC,27604,"John Hedrick",2022-10-07T13:07:35+00:00
178478,"Depena Studios",1,"894 Atando Ave",Charlotte,"Mecklenburg County",NC,28206,"John Hedrick",2022-10-06T17:20:34+00:00
35930,"Servpro NW Charlotte",18,"9006 Perimeter Woods Dr",Charlotte,"Mecklenburg County",NC,28216,"Jacob Withers",2022-10-06T13:22:49+00:00
178434,"Southeastern Container",0,"293 Industrial Dr","Kings Mountain","Cleveland County",NC,28086,,2022-10-03T18:06:00+00:00
149683,"Builtech Services, LLC",0,"605 Lexington Ave",Charlotte,"Mecklenburg County",NC,28203,"Mike Kennedy",2022-10-03T17:30:02+00:00
173989,"Trappy, LLC",1,"9935-D Rea Rd #262",Charlotte,"Mecklenburg County",NC,28277,"Mike Kennedy",2022-10-03T14:18:12+00:00
122909,"Lithko Contracting LLC",1,"4408 Republic Ct NW",Concord,"Cabarrus County",NC,28027,"Jacob Withers",2022-09-29T15:26:49+00:00
23729,"161 West Main Street - Rock Hill",2,"161 West Main Street","Rock Hill","York County",SC,29730,"John Hedrick",2022-09-28T18:24:17+00:00
23999,"Edifice Construction",2,"4111 South Blvd",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2022-09-28T15:24:49+00:00
23755,"Advanced Facility Solutions",4,"299 Market Street","Saddle Brook","Bergen County",NJ,07663,"Jacob Withers",2022-09-27T19:04:10+00:00
178130,"Contents Restoration Services",0,"2820 Selwyn Ave",Charlotte,"Mecklenburg County",NC,28209,,2022-09-27T18:45:13+00:00
24034,"First Service Residential",0,"5970 Fairview Road",Charlotte,"Mecklenburg County",NC,28210,"Jacob Withers",2022-09-27T18:42:05+00:00
175341,"Rumsey Construction & Restoration",0,"2630 Shop Rd",Columbia,"Richland County",SC,29209,,2022-09-27T13:34:39+00:00
178083,"Charlotte Pipe and Foundry Company",0,"2109 Randolph Rd",Charlotte,"Mecklenburg County",NC,28207,,2022-09-27T13:17:22+00:00
178081,"Aldersgate Living",0,"3800 Shamrock Dr",Charlotte,"Mecklenburg County",NC,28215,,2022-09-27T13:06:08+00:00
148207,"OZF Properties LLC",1,"2216 Monument St",Charlotte,"Mecklenburg County",NC,28208,"Mike Kennedy",2022-09-27T10:25:09+00:00
152081,"REM LLC",1,"PO 43385",Birmingham,"Jefferson County",AL,,"Jacob Withers",2022-09-26T13:08:32+00:00
153854,"Tiburon Communications",1,"8567 Highlands Trace",Trussville,"St Clair County",AL,35173,"John Hedrick",2022-09-26T13:07:43+00:00
119210,"Trinity Partners- Columbia",2,"1501 Main St",Columbia,"Richland County",SC,29201,"Mike Kennedy",2022-09-23T13:48:07+00:00
44075,"Fourth Elm Construction",2,"408 E Mountain St",Kernersville,"Forsyth County",NC,27284,,2022-09-23T12:44:00+00:00
177875,inpro,1,"8012 Tower Point Dr",Charlotte,"Mecklenburg County",NC,28227,"Mike Kennedy",2022-09-22T17:42:57+00:00
177874,"Harrell Design Group, PC",1,"8016 Tower Point Dr",Charlotte,"Mecklenburg County",NC,28227,"Mike Kennedy",2022-09-22T17:38:34+00:00
157490,"Charlotte Regional Farmers Market",1,"1801 Yorkmont Rd",Charlotte,"Mecklenburg County",NC,28217,"Mike Kennedy",2022-09-21T16:00:56+00:00
148777,"Sonshine Construction Inc.",1,"9110 Hood Rd",Charlotte,"Mecklenburg County",NC,28215,"Jacob Withers",2022-09-21T12:55:12+00:00
177741,"Krispy Kreme",1,"2116 Hawkins St",Charlotte,"Mecklenburg County",NC,28203,"Brandon Runyan",2022-09-21T12:09:41+00:00
177695,"Ornamental Post and Panel",0,"10108 Industrial Dr",Pineville,"Mecklenburg County",NC,28134,"Jacob Withers",2022-09-20T17:55:04+00:00
177692,"IPEX North America",0,"10100 Rodney St",Pineville,"Mecklenburg County",NC,28134,"Jacob Withers",2022-09-20T17:49:37+00:00
177599,"Gurkin Construction Group, Inc",1,"6790 Kennebec Rd","Willow Spring","Wake County",NC,27592,"Chris Gore",2022-09-19T19:28:17+00:00
24106,"Heidner Properties",1,"399 Wall Street","Glendale Heights","DuPage County",IL,60139,"Jacob Withers",2022-09-19T14:10:12+00:00
156665,"Quail Hollow",1,"3700 Gleneagles Rd",Charlotte,"Mecklenburg County",NC,28210,"John Hedrick",2022-09-19T14:07:54+00:00
23782,"Aston Properties",4,"610 East Morehead Street",Charlotte,"Mecklenburg County",NC,28202,"John Hedrick (FCS)",2022-09-15T14:56:21+00:00
149680,"Sharon  Towers",1,"5100 Sharon Rd",Charlotte,"Mecklenburg County",NC,28210,"Mike Kennedy",2022-09-14T19:57:19+00:00
177308,"Walls Memorial Church",1,"2722 Bancroft St",Charlotte,"Mecklenburg County",NC,28206,"John Hedrick",2022-09-14T17:58:23+00:00
177068,"Star 7 llc",1,"7741 S Tryon St",Charlotte,"Mecklenburg County",NC,28217,"John Hedrick",2022-09-12T14:59:34+00:00
177065,"Custom Coatings",1,"625 10th Ave Dr SE",Hickory,"Catawba County",NC,28602,"John Hedrick",2022-09-12T14:46:56+00:00
177055,"Superior Distribution",0,"5046 Old Pineville Rd",Charlotte,"Mecklenburg County",NC,28217,,2022-09-12T13:48:26+00:00
88445,"Arcadia Homes",1,"6428 Bannington Road",Charlotte,,NC,28226,,2022-09-12T12:53:21+00:00
156411,"Gastonia NC Associates LLC",1,"7021 Prospect Pl NE",Albuquerque,"Bernalillo County",NM,87110,"Jacob Withers",2022-09-09T13:33:17+00:00
174805,"Lighting and Bulbs Unlimited",1,"4335 Monroe Rd",Charlotte,"Mecklenburg County",NC,28205,"John Hedrick",2022-09-07T13:19:00+00:00
23819,"Bill Jariwala",6,"5822 Westpark Drive",Charlotte,"Mecklenburg County",NC,28217,,2022-09-06T20:09:37+00:00
23802,Batson-Cook,4,"1900 South Blvd",Charlotte,"Mecklenburg County",NC,28203,"John Hedrick",2022-09-06T20:03:46+00:00
23760,"ALDI Inc",26,"1985 Old Union Church Road",Salisbury,"Rowan County",NC,28146,"Dan Davis",2022-09-06T19:53:09+00:00
24040,"Forbo Siegling",2,"12201 Vanstory Drive",Huntersville,"Mecklenburg County",NC,28078,"Jacob Withers",2022-09-06T19:47:35+00:00
150443,"Boondogglers Brewing Company",1,"239 Singleton Rd",Mooresville,"Iredell County",NC,28117,"Jacob Withers",2022-09-06T19:26:05+00:00
141945,"Delta Construction",1,"3222 Wellington Ct",Raleigh,"Wake County",NC,27615,"Mike Kennedy",2022-09-06T18:59:55+00:00
36970,"Childress Klein",1,"301 S College St",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2022-09-06T14:19:24+00:00
176196,"Martinez Residence",1,"457 17th Ave NE",Hickory,"Catawba County",NC,28601,"Jacob Withers",2022-09-06T12:37:28+00:00
24472,"South Coast Management",9,"PO Box 724498",Atlanta,"Cobb County",GA,31139,"Jacob Withers",2022-09-06T11:24:19+00:00
24423,"Safety Products, Inc.",1,"5940 General Commerce Drive",Charlotte,"Mecklenburg County",NC,28213,"John Hedrick",2022-09-02T13:07:31+00:00
138645,"Superior Association Mangement",1,"1433 Emerywood Dr",Charlotte,"Mecklenburg County",NC,28210,"Mike Kennedy",2022-09-01T19:15:29+00:00
121620,"Amy Medina",1,"1841 Mecklenburg Ave",Charlotte,"Mecklenburg County",NC,28205,"Mike Kennedy",2022-09-01T19:07:25+00:00
122284,"RHA Health Services",1,"211 Roseman Ln",Cleveland,"Rowan County",NC,27013,"Mike Kennedy",2022-09-01T19:04:31+00:00
125504,UCS,1,"511 Hoffman Rd",Lincolnton,"Gaston County",NC,28092,"Mike Kennedy",2022-09-01T19:03:36+00:00
148900,"Pfeiffer University",1,"48380 US-52",Misenheimer,"Stanly County",NC,28109,"Mike Kennedy",2022-09-01T19:01:46+00:00
176105,"Marand Builders, Inc.",1,"4534 Old Pineville Rd",Charlotte,"Mecklenburg County",NC,28217,"Mike Pienkosz",2022-09-01T18:58:25+00:00
23799,"Barringer Construction",2,"4020 Old Pineville Road",Charlotte,"Mecklenburg County",NC,28217,,2022-09-01T18:57:13+00:00
174415,"RTE Machinery",1,,York,,SC,29745,"Mike Kennedy",2022-09-01T18:53:00+00:00
175394,"Slatter Management Services, Inc.",0,"4125 Walker Ave",Greensboro,"Guilford County",NC,27407,,2022-09-01T15:18:00+00:00
175391,"Gardner Webb University",1,"undefined S Main St","Boiling Springs","Cleveland County",NC,28152,"Mike Kennedy",2022-09-01T14:53:37+00:00
175382,"Sea Hunt Boats",0,"2348 Shop Rd",Columbia,"Richland County",SC,29201,,2022-09-01T14:12:09+00:00
175381,"Property Consultants - Columbia",0,"7 Surrey Ct",Columbia,"Lexington County",SC,29212,,2022-09-01T14:05:22+00:00
175378,"Solara Hotels",0,"1085 Lake Murray Blvd",Irmo,"Lexington County",SC,29063,,2022-09-01T13:49:50+00:00
24539,"Trinity Partners",0,"440 South Church Street",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2022-09-01T13:30:02+00:00
175376,"City Garage & Body Shop",0,"436 Superior St",Columbia,"Richland County",SC,29205,,2022-09-01T13:23:16+00:00
119163,"Hood Construction",0,"1215 Shop Rd",Columbia,"Richland County",SC,29201,"John Hedrick",2022-09-01T13:21:03+00:00
175336,"City of Kings Mountain",0,"1013 N Piedmont Ave","Kings Mountain","Cleveland County",NC,28086,"Mike Kennedy",2022-08-31T18:31:47+00:00
23780,"Armstrong Mechanical",10,"5390 Lippard Lane",Harrisburg,"Cabarrus County",NC,28075,"John Hedrick",2022-08-26T14:36:32+00:00
24479,"Southside Constructors",7,"11319 Granite Street",Charlotte,"Mecklenburg County",NC,28217,"Dan Davis",2022-08-24T18:23:18+00:00
23997,"Eastern Metal Supply",1,"2925 Stewart Creek Boulevard",Charlotte,"Mecklenburg County",NC,28216,"Jacob Withers",2022-08-24T13:32:20+00:00
23856,"Carlisle Roofing Systems",13,"PO Box 7000",Carlisle,"Cumberland County",PA,17013,,2022-08-23T17:28:08+00:00
142076,"William A. Randolph, Inc.",1,"820 Lakeside Drive",Gurnee,,IL,60661,,2022-08-22T16:08:53+00:00
23953,"D.R. Mozeley Inc.",4,"6309 Brookshire Boulevard",Charlotte,"Mecklenburg County",NC,28216,,2022-08-22T13:13:57+00:00
24403,"Rodgers Builders",4,"5701 North Sharon Amity Road",Charlotte,"Mecklenburg County",NC,28215,,2022-08-19T12:59:22+00:00
156088,"Residential Home/Taya Nassar",1,"5615 Grace Chapel Rd",Hickory,"Caldwell County",NC,28601,"Mike Kennedy",2022-08-19T12:28:47+00:00
174542,"Salem United Methodist Church",1,"378 N Pilot Knob Rd",Denver,"Lincoln County",NC,28037,"John Hedrick",2022-08-19T11:58:48+00:00
157168,"Kustom Disaster Restoration",2,"4121 Rose Lake Dr",Charlotte,"Mecklenburg County",NC,28217,,2022-08-19T11:48:43+00:00
23738,"50 Floor Inc",1,"3614 Green Park Circle",Charlotte,"Mecklenburg County",NC,28217,"Jacob Withers",2022-08-18T17:29:04+00:00
24209,"Lexington Property Management Group",3,"1755 20th Avenue Drive NE",Hickory,"Catawba County",NC,28601,"Jacob Withers",2022-08-17T16:47:39+00:00
174188,"Boston Gear",1,"701 Carrier Dr",Charlotte,"Mecklenburg County",NC,28216,"Mike Kennedy",2022-08-15T17:43:10+00:00
23741,"A.M King",0,"1610 East Morehead Street",Charlotte,"Mecklenburg County",NC,28207,"Jacob Withers",2022-08-12T13:14:27+00:00
151612,"Farris Fab",1,"1006 W Academy St",Cherryville,"Gaston County",NC,28021,"Jacob Withers",2022-08-11T19:18:50+00:00
69730,"Concord Properties",0,"1338 Harding Pl",Charlotte,"Mecklenburg County",NC,28204,"Jacob Withers",2022-08-11T19:17:29+00:00
22330,"Talley Properties",0,"2716 Westport Rd",Charlotte,"Mecklenburg County",NC,28208,"Jacob Withers",2022-08-11T19:16:49+00:00
66118,"Ardmore Residential",0,"1400 W Northwood St",Greensboro,"Guilford County",NC,27408,"Jacob Withers",2022-08-11T18:26:23+00:00
69468,"The Spectrum Companies",0,"6525 Morrison Blvd",Charlotte,"Mecklenburg County",NC,28211,"Jacob Withers",2022-08-11T18:11:13+00:00
24003,"Empire Distributors Of North Carolina INC.",0,"13833 Carowinds Boulevard",Charlotte,"Mecklenburg County",NC,28273,"Jacob Withers",2022-08-11T18:10:38+00:00
24576,"Waters Incorporated",0,"301 S McDowell St #210",Charlotte,"Mecklenburg County",XX,28204,"John Hedrick (FCS)",2022-08-11T18:09:48+00:00
66886,"Opportunity Threads",0,"617 Carbon City Rd",Morganton,"Burke County",NC,28655,"Jacob Withers",2022-08-11T18:06:06+00:00
22190,"Stage Zero Shooting Supply",1,"2204 Old Peachland Rd",Marshville,"Union County",NC,28103,"Jacob Withers",2022-08-11T18:05:11+00:00
86068,"Union County Economic Development",0,"3509 Old Charlotte Hwy",Monroe,"Union County",NC,28110,"Jacob Withers",2022-08-11T18:03:48+00:00
173974,"Westminster Company",0,"3859 Battleground Ave",Greensboro,"Guilford County",NC,27410,"Jacob Withers",2022-08-11T17:56:54+00:00
24401,"Rock Hill Schools",2,"2171 West Main Street","Rock Hill","York County",SC,29732,,2022-08-11T17:49:47+00:00
157157,"McClancy Seasonings",1,"1 Spice Rd","Fort Mill","Lancaster County",SC,29707,"Mike Kennedy",2022-08-10T17:26:59+00:00
173767,"T. Cooper James and Associates",0,"622 Green Valley Rd",Greensboro,"Guilford County",NC,27408,"John Hedrick",2022-08-09T21:54:16+00:00
173757,"Barton Malow Builders",0,"2322 Dunavant St Suite 100",Charlotte,"Mecklenburg County",NC,28203,,2022-08-09T19:52:01+00:00
173731,"Berry Global",1,"3414 Wesley Chapel Stouts Rd",Monroe,"Union County",NC,28110,"Brandon Runyan",2022-08-09T17:58:50+00:00
161861,"Rock Hill Country Club",1,"600 Country Club Dr","Rock Hill","York County",SC,29730,,2022-08-05T15:02:36+00:00
119096,"William & Douglas",0,"Main Office",Columbia,"Richland County",SC,29217,"Mike Kennedy",2022-08-04T21:14:30+00:00
157319,"Victory Lane Karting & Entertainment",1,"2330 Tipton Dr",Charlotte,"Mecklenburg County",NC,28206,"Chris Gore",2022-08-04T20:57:39+00:00
161867,"Mashburn Construction",0,"1820 Sumter St",Columbia,"Richland County",SC,29201,,2022-08-04T20:51:22+00:00
118822,"NAI Earle Furman",0,"807 Gervais St",Columbia,"Richland County",SC,29201,"Jacob Withers",2022-08-04T20:45:24+00:00
118829,"Turner Properties",0,"3790 Fernandina Rd",Columbia,"Lexington County",SC,29210,"Jacob Withers",2022-08-04T20:32:04+00:00
44071,"Hall Contracting",1,"6415 Lakeview Rd",Charlotte,"Mecklenburg County",NC,28269,,2022-08-04T16:33:46+00:00
24224,"Loray Mill  Master Tenant, LLC",1,"Billbox #00 49142 1288",Hicksville,"Nassau County",NY,11802-1022,,2022-08-03T20:59:20+00:00
36162,"Mcrae Builders",2,"3803 Scott Futrell Dr",Charlotte,"Mecklenburg County",NC,28208,"Dan Davis",2022-08-03T20:54:04+00:00
100666,ZRS,0,"2001 Summit Park Dr",Orlando,"Orange County",FL,32810,"Jacob Withers",2022-08-02T21:59:58+00:00
107485,"ABI Companies Inc",2,"5425 Beaumont Center Blvd",Tampa,"Hillsborough County",FL,33634,"Jacob Withers",2022-08-01T18:59:33+00:00
73876,"Corporate Construction Services",3,"4415 Monroe Rd",Charlotte,"Mecklenburg County",NC,28205,"John Hedrick",2022-07-29T13:06:25+00:00
157054,"Dan Davis Residence",1,"3661 Richwood Cir",Kannapolis,"Cabarrus County",NC,28081,"Dan Davis",2022-07-28T21:27:07+00:00
87425,"Catawba County",2,"25 Government Dr",Newton,"Catawba County",NC,28658,"Mike Pienkosz",2022-07-28T13:01:34+00:00
156925,"I.L. Long Construction",0,"4117 Indiana Ave",Winston-Salem,,NC,27105,"Brandon Runyan",2022-07-28T13:01:05+00:00
156824,"The Nine @ Columbia",0,"1400 Huger St",Columbia,"Richland County",SC,29201,,2022-07-27T15:14:19+00:00
156819,"Q'S Quik Mini Storage",0,"200 Industrial Dr",Lexington,"Lexington County",SC,29072,,2022-07-27T14:59:11+00:00
156816,"Cullum Services, Inc.",0,"4768 Sunset Blvd",Lexington,"Lexington County",SC,29072,,2022-07-27T14:50:16+00:00
119166,"EF Martin",0,"4233 W Beltline Blvd",Columbia,"Richland County",SC,29204,"John Hedrick",2022-07-27T14:47:09+00:00
156810,"Southern Atlantic Mechanical Services",0,"3770 Fernandina Rd",Columbia,"Lexington County",SC,29210,,2022-07-27T14:39:14+00:00
125810,"Walker White Inc.",0,"7402 Fairfield Rd",Columbia,"Richland County",SC,29203,"Jacob Withers",2022-07-27T14:30:22+00:00
125803,"Tucker Oil Companies",0,"1001 Idlewilde Blvd",Columbia,"Richland County",SC,29201,"Jacob Withers",2022-07-27T14:25:38+00:00
156783,"William A. Randolph, Inc",1,"820 Lakeside Dr",Gurnee,"Lake County",IL,60031,"Chris Gore",2022-07-27T12:33:17+00:00
154550,"Justin Carey Residence",1,"822 Montpelier Ct","Fort Mill","York County",SC,29715,"Rich Kryhoski",2022-07-26T18:01:30+00:00
142975,Greif,1,"4915 Hovis Rd",Charlotte,"Mecklenburg County",NC,28208,"Jacob Withers",2022-07-26T17:30:44+00:00
125802,"Lizard's Thicket Inc.",0,"1036 Market St",Columbia,"Richland County",SC,29201,"Jacob Withers",2022-07-26T17:29:54+00:00
24522,"The Shopping Center Group",0,"1057 East Morehead Street",Charlotte,"Mecklenburg County",NC,28204,"Jacob Withers",2022-07-26T17:27:08+00:00
36965,"Proctor Services Inc.",1,"715 N Church St",Charlotte,"Mecklenburg County",NC,28202,"Jacob Withers",2022-07-26T17:26:11+00:00
112986,"Progressive Furniture",0,"2555 Penny Rd",Claremont,"Catawba County",NC,28610,"Jacob Withers",2022-07-26T17:25:24+00:00
113064,"Cardinal Glass",1,"342 Mooresville Blvd",Mooresville,"Iredell County",NC,28115,"Jacob Withers",2022-07-26T17:21:06+00:00
24256,"Mecklenburg County Government Asset and Facility Management",23,"3205 Freedom Dr",Charlotte,,NC,,,2022-07-21T13:07:31+00:00
156283,"Southeastern Design and Construction, Inc.",0,"110 Missy Byrd Dr","Hope Mills","Cumberland County",NC,28348,,2022-07-20T15:58:46+00:00
73893,"A Natural Difference",1,"4391 Indian Trail Fairview Rd","Indian Trail","Union County",NC,28079,"Rich Kryhoski",2022-07-19T19:28:06+00:00
153552,"Miaxelan 235, LLC",1,"3567 Pleasant Rd","Fort Mill","York County",SC,29708,"Jacob Withers",2022-07-13T19:13:40+00:00
153975,"Ford Realty Company",0,"628 Griffith Rd",Charlotte,"Mecklenburg County",NC,28217,,2022-07-13T12:15:06+00:00
150541,Eaton,1,"2900 Doc Bennett Rd",Fayetteville,"Cumberland County",NC,28306,"Jacob Withers",2022-07-13T11:21:46+00:00
151116,"Marco Mendoza",1,"853 Rowan St",Charlotte,"Mecklenburg County",NC,28208,"John Hedrick",2022-07-12T18:31:09+00:00
153962,"Koury Corporation",0,"2275 Vanstory St",Greensboro,"Guilford County",NC,27403,,2022-07-12T17:10:26+00:00
24026,FiberTite,1,"1000 VEnture Blvd.",Wooster,"Wayne County",OH,44691,,2022-07-11T20:20:19+00:00
135510,"Chima Steakhouse",1,"139 S Tryon St",Charlotte,"Mecklenburg County",NC,28202,"John Hedrick",2022-07-11T17:15:45+00:00
73815,"Sunshine Yoga",1,"4824 Starcrest Dr",Monroe,"Union County",NC,28110,"Jacob Withers",2022-07-11T13:16:43+00:00
24109,"Henderson Properties",99,"3030 Latrobe Ave",Charlotte,"Mecklenburg County",NC,28211,,2022-07-08T15:42:52+00:00
36298,"Moss Boyles Construction LLC",4,"10345 Nations Ford Rd",Charlotte,"Mecklenburg County",NC,28273,"Jacob Withers",2022-07-08T11:16:30+00:00
24406,"Roof Connect",5,"PO Box 908",Sheridan,"Grant County",AZ,72150,"John Hedrick",2022-07-07T15:00:11+00:00
86445,"Zero Waste",1,"301 Dupree St",Charlotte,"Mecklenburg County",NC,28208,"Mike Kennedy",2022-07-05T13:41:10+00:00
148754,"Family Trust Credit Union",7,"225 W White St","Rock Hill","York County",SC,29730,,2022-07-01T14:20:07+00:00
23872,"Carolinas Electrical Training Institute",1,"13530 South Ridge Drive",Charlotte,"Mecklenburg County",NC,28273,"Jacob Withers",2022-06-30T19:44:30+00:00
152956,"Claris Design Build",1,"1950 Abbott St",Charlotte,"Mecklenburg County",NC,28203,,2022-06-30T17:24:50+00:00
112994,"Elite Property Solutions",2,"1337 Moss Ridge Rd","Fort Mill","York County",SC,29708,"Mike Kennedy",2022-06-30T13:45:20+00:00
24229,"Lyon & Associates",6,"2133 Freshly Mill Rd.",Irmo,"Richland County",SC,29063,"John Hedrick",2022-06-30T12:42:42+00:00
152713,"Covenant Classical School",0,"3200 Patrick Henry Dr NW",Concord,"Cabarrus County",NC,28027,,2022-06-28T19:39:14+00:00
152696,"First Baptist Weekday Preschool",0,"502 W Union St",Morganton,"Burke County",NC,28655,,2022-06-28T19:03:13+00:00
152691,"Odyssey school",0,"90 Zillicoa St",Asheville,"Buncombe County",NC,28801,,2022-06-28T18:59:16+00:00
23816,"Simply Self Storage",1,"881 Gold Hill Road","Fort Mill","York County",SC,29708,"Jacob Withers",2022-06-28T17:36:42+00:00
24099,"Hawthorne Northcross LLC",2,"c/o Hawthorne Retail Partners, LLC",Charlotte,"Mecklenburg County",NC,28230,,2022-06-27T16:19:16+00:00
151202,"Buncombe County Schools",1,"175 Bingham Rd",Asheville,"Buncombe County",NC,28806,"Brandon Runyan",2022-06-24T14:38:53+00:00
150023,"Bethel Baptist Church",1,"401 Depot St",Rockwell,"Rowan County",NC,28138,,2022-06-24T13:00:37+00:00
152182,"Emmanuel Lutheran School",0,"51 Wilburn Pl",Asheville,"Buncombe County",NC,28806,,2022-06-23T14:49:06+00:00
152177,"Christ School",0,"500 Christ School Rd",Arden,"Buncombe County",NC,28704,,2022-06-23T14:40:43+00:00
36239,"Pinnacle Contracting",0,"7733 Forsyth Blvd Suite 1550","St Louis",,MO,63105,,2022-06-23T14:34:17+00:00
152153,"Carolina Day School",0,"1345 Hendersonville Rd",Asheville,"Buncombe County",NC,28803,,2022-06-23T13:31:20+00:00
152148,"Asheville-Pisgah Christian School",0,"90 Academy Dr",Candler,"Buncombe County",NC,28715,,2022-06-23T13:17:37+00:00
152145,"Asheville Christian Academy",0,"74 Riverwood Rd",Swannanoa,"Buncombe County",NC,28778,,2022-06-23T13:08:23+00:00
152143,"Asheville School",0,"360 Asheville School Rd",Asheville,"Buncombe County",NC,28806,,2022-06-23T13:05:09+00:00
152083,"Charlotte United Christian Academy",0,"7640 Wallace Rd",Charlotte,"Mecklenburg County",NC,28212,,2022-06-22T19:14:33+00:00
151735,"Petrakis Realty",1,"4007 Merrick Rd",Seaford,"Nassau County",NY,11783,"John Hedrick",2022-06-22T18:44:49+00:00
24203,"Lat Purser Associates",4,"4530 Park Road, Suite 410",Charlotte,"Mecklenburg County",NC,28209,"Jacob Withers",2022-06-22T18:44:05+00:00
33949,"NKN LLC",1,"67 Ambrook Dr",Marion,"McDowell County",NC,28752,"John Hedrick",2022-06-22T17:39:36+00:00
152043,"St. Marks Church",0,"1001 Queens Rd",Charlotte,"Mecklenburg County",NC,28207,,2022-06-22T16:59:11+00:00
152022,"Shiel Sexton Company, Inc. - Carolinas Region",0,"2102 Cambridge Beltway Dr",Charlotte,"Mecklenburg County",NC,28273,"Brandon Runyan",2022-06-22T15:58:52+00:00
152018,"Town of Waxhaw",1,"1150 N Broome St",Marvin,"Union County",NC,28173,"Brandon Runyan",2022-06-22T15:57:50+00:00
152004,"British American School of Charlotte",0,"7000 Endhaven Ln",Charlotte,"Mecklenburg County",NC,28277,,2022-06-22T15:23:44+00:00
152002,"Charlotte Country Day School",0,"1440 Carmel Rd",Charlotte,"Mecklenburg County",NC,28226,,2022-06-22T15:21:21+00:00
151999,"Charlotte Christian School",0,"7301 Sardis Rd",Charlotte,"Mecklenburg County",NC,28270,,2022-06-22T15:19:47+00:00
151992,"Carmel Christian School",0,"1145 Pineville-Matthews Rd",Matthews,"Mecklenburg County",NC,28105,,2022-06-22T15:16:16+00:00
151991,"Calvary Child Development Center",0,"5801 Pineville-Matthews Rd",Charlotte,"Mecklenburg County",NC,28226,,2022-06-22T15:13:32+00:00
149367,"South State Bank",0,"520 Gervais St",Columbia,"Richland County",SC,29201,,2022-06-22T14:59:51+00:00
150819,"NCDOT North Wilkesboro Resident RR",1,"302 Statesville Rd","North Wilkesboro","Wilkes County",NC,28659,"Chris Gore",2022-06-21T17:39:05+00:00
24105,"Heartland Contracting, LLC",8,"1064 Van Buren Ave., Suite 8","Indian Trail","Union County",NC,28079,"John Hedrick",2022-06-21T11:32:26+00:00
88606,"Martin Truex Management",1,"156 Cayuga Dr",,,,,"Jacob Withers",2022-06-21T11:30:19+00:00
151663,"Pavestone Charlotte",1,"1101 Westinghouse Blvd",Charlotte,"Mecklenburg County",NC,28273,,2022-06-20T19:52:07+00:00
151740,"First Baptist Church",1,"301 S Davidson St",Charlotte,"Mecklenburg County",NC,28202,,2022-06-20T19:15:45+00:00
151711,"Leitner Construction",0,"1800 Saluda Rd","Rock Hill","York County",SC,29730,,2022-06-20T18:18:28+00:00
151702,"Alexander Youth Network",1,"6220 Thermal Rd",Charlotte,"Mecklenburg County",NC,28211,,2022-06-20T18:03:04+00:00
151115,"First Baptist Church of Clover",1,"117 S Main St",Clover,"York County",SC,29710,"John Hedrick",2022-06-16T17:48:27+00:00
151095,"Gaston Gazette",1,"1893 Remount Rd",Gastonia,"Gaston County",NC,28054,"Mike Kennedy",2022-06-15T20:11:22+00:00
24150,"InvenTrust Property Management, LLC",2,"6905 Fayetteville Road",Durham,"Durham County",NC,27713,"John Hedrick",2022-06-14T14:11:12+00:00
147978,"Harpers Restaurant",1,"6518 Fairview Rd",Charlotte,"Mecklenburg County",NC,28210,"John Hedrick",2022-06-14T12:26:25+00:00
146459,"Carolina International School",1,"9545 Poplar Tent Rd",Concord,"Cabarrus County",NC,28027,"John Hedrick",2022-06-14T12:14:49+00:00
122669,"Stanford Construction Services, LLC",2,"4300 Singingwood Ln",Charlotte,"Mecklenburg County",NC,28226,"Mike Kennedy",2022-06-14T11:56:48+00:00
142973,"Clover School District",3,"604 Bethel St",Clover,"York County",SC,29710,,2022-06-13T14:16:53+00:00
23879,"Central  Avenue Management",8,"1204 Central Avenue",Charlotte,"Mecklenburg County",NC,28204,"Jacob Withers",2022-06-13T11:32:34+00:00
